Adequate,Effective,Ineffective
-1.069,0.7686,0.1561
0.1439,2.12,-2.469
0.2786,1.5205,-1.932
-3.521,0.1819,2.91
0.2976,1.221,-1.417
0.2253,1.094,-1.22
-3.154,0.10657,2.586
1.68,1.801,-3.572
-0.6543,1.577,-1.297
-1.143,1.311,-0.4446
-2.377,0.6045,1.378
-0.578,1.389,-1.222
0.694,1.15,-2.012
-0.5146,1.209,-0.9307
0.4834,2.186,-2.82
-0.7183,1.014,-0.5522
-1.995,0.4539,1.21
-0.8164,0.802,-0.3887
-1.145,1.237,-0.3088
-0.922,0.9136,-0.04855
-0.15,1.02,-0.797
-2.703,0.05203,2.2
-1.257,1.016,-0.1512
-2.906,0.6265,1.842
0.1996,1.576,-1.841
-0.827,0.8516,-0.2366
0.454,0.7153,-0.9844
-1.424,0.966,0.2632
-2.947,0.3738,2.059
-0.2676,1.308,-1.053
-0.574,1.455,-1.091
0.5005,1.595,-2.18
-0.6836,1.164,-0.729
-0.9478,0.7153,-0.01346
-1.58,0.6978,0.6206
0.957,1.629,-2.818
-1.167,0.9307,-0.06836
1.079,2.395,-3.62
-0.11926,1.425,-1.498
-3.617,0.08264,3.045
-1.995,1.103,0.4778
0.01819,1.283,-1.392
0.214,1.334,-1.502
-2.727,0.02423,2.229
-1.279,0.7446,0.389
0.11597,1.652,-1.917
-0.8364,1.285,-0.5874
-2.988,-0.011246,2.613
-0.3967,0.6235,-0.1874
-0.267,0.9067,-0.6914
-3.084,-0.323,2.914
-0.392,0.8643,-0.5244
0.5425,1.293,-1.836
-1.511,0.315,0.963
-1.182,0.906,0.03067
0.132,1.142,-1.137
-0.2888,0.9175,-0.634
-0.649,0.7627,-0.05182
-2.877,-1.03,3.707
0.03308,1.128,-1.301
-4.137,-0.6865,4.438
-0.315,1.192,-0.9194
-0.457,1.058,-0.6597
-0.92,1.016,-0.196
-1.333,0.7627,0.4404
0.533,1.982,-2.66
-0.625,1.079,-0.4583
-1.164,0.2986,0.6177
-1.905,0.479,1.145
0.1942,1.149,-1.193
-0.7476,1.104,-0.6807
-0.3718,0.9507,-0.539
0.822,1.287,-2.111
-2.688,0.397,1.978
-2.893,0.4368,2.105
-1.517,0.8784,0.3398
-0.9893,1.0205,-0.2449
0.05444,1.01,-1.069
0.454,1.306,-1.83
-0.158,1.012,-0.7305
0.03308,1.462,-1.538
-2.273,0.4614,1.462
0.1159,1.198,-1.284
0.6694,0.9326,-1.683
0.0067,1.21,-1.339
-0.7085,0.8726,-0.1484
-0.8145,1.071,-0.3137
-3.504,0.2832,2.828
0.1337,1.249,-1.337
0.381,1.269,-1.702
0.1985,1.19,-1.319
-0.915,0.7363,0.12115
-1.184,0.632,0.3484
-0.485,1.055,-0.602
-0.7485,1.055,-0.3184
0.5845,1.33,-1.833
-2.346,0.586,1.456
-0.5625,0.3738,0.1187
0.7637,1.568,-2.396
-0.1515,1.301,-1.178
-2.904,0.524,1.958
0.13,0.9033,-0.913
-0.898,0.7446,0.1417
-0.512,1.27,-0.892
-0.336,0.926,-0.553
0.8306,1.531,-2.256
0.2776,1.278,-1.499
-0.056,0.997,-0.91
0.2328,1.188,-1.31
-0.631,0.9307,-0.2632
0.147,1.545,-1.703
0.3984,1.255,-1.504
-0.237,0.9155,-0.6465
-1.868,0.1043,1.453
0.4275,1.197,-1.655
-2.83,0.2391,2.207
-1.27,0.8223,0.1504
-3.574,0.0127,3.143
-0.3643,1.171,-0.902
-0.648,0.8257,-0.2236
-3.129,0.2496,2.373
0.03754,1.424,-1.557
-0.6885,1.59,-1.1045
0.10706,1.37,-1.53
-3.14,-0.01347,2.879
0.594,1.369,-1.933
-1.441,0.8013,0.4392
-1.208,0.6323,0.366
-0.2695,1.27,-0.9736
-0.634,0.747,-0.1562
-0.2537,1.131,-0.932
0.2112,1.21,-1.291
-0.3662,1.383,-1.218
-2.041,0.5625,1.182
-0.4792,1.146,-0.6616
-0.6025,0.9834,-0.5283
-0.01668,1.401,-1.33
0.3044,1.154,-1.299
-0.0423,1.601,-1.602
-0.4966,1.031,-0.497
-1.987,0.513,1.188
0.00995,1.221,-1.211
0.06714,1.147,-1.291
-0.1213,0.9854,-0.726
-0.6763,1.171,-0.525
-1.289,0.801,0.1122
-1.142,0.538,0.3245
-1.986,0.69,0.9956
-0.0957,1.176,-1.09
0.2126,1.169,-1.365
-2.738,0.3115,1.962
-0.7446,0.901,-0.1929
-0.2922,1.172,-0.842
0.552,1.262,-1.683
-0.81,0.8315,-0.1437
-1.448,0.6274,0.569
-1.939,0.6343,1.01
-0.2333,0.7827,-0.4434
0.1144,1.326,-1.586
-3.217,-0.1671,3.068
-1.058,0.8516,0.1342
-0.802,0.999,-0.369
-0.1342,0.8657,-0.5464
-0.3337,1.095,-0.8003
0.1622,0.952,-1.014
0.4866,1.536,-2.014
-3.53,-0.0783,3.223
-2.99,-0.1566,2.613
-1.981,0.477,1.23
-0.1181,1.047,-0.9497
-3.15,0.06604,2.771
0.3076,1.346,-1.616
-1.302,0.7246,0.4138
-0.8115,0.855,-0.2632
-0.06934,1.096,-0.9443
-2.51,0.4167,1.64
-1.984,0.409,1.281
-0.0854,-0.8013,0.7383
0.2874,1.183,-1.326
-0.1914,0.9937,-0.6562
-0.0851,1.03,-0.8833
-1.054,0.9277,-0.0602
-1.633,0.4817,0.779
-0.4126,0.674,-0.3176
-0.05038,0.7847,-0.5674
-0.971,0.879,-0.08795
-0.3547,1.076,-0.8384
-0.8037,0.9844,-0.3271
-0.1929,1.381,-1.33
-0.933,0.884,-0.1742
-0.4346,0.7246,-0.4402
0.0552,1.183,-1.138
-2.898,-0.3518,2.951
-0.2078,1.118,-0.891
0.3113,1.188,-1.702
-0.592,1.143,-0.612
-0.02234,1.066,-0.887
-3.375,-0.2125,3.133
-1.162,0.834,0.2343
-0.1373,1.019,-0.767
-0.01347,0.9883,-0.8423
0.3918,1.398,-1.679
0.1654,1.333,-1.46
-0.1299,1.639,-1.633
0.9023,0.589,-1.497
0.688,1.82,-2.729
-1.896,0.6426,1.025
0.1654,1.023,-1.0205
0.11194,1.132,-1.151
-0.3213,1.218,-0.952
-0.00982,1.195,-1.138
0.433,1.261,-1.759
-0.363,0.9834,-0.5557
-0.5273,0.9077,-0.3245
0.04077,1.133,-1.214
-2.936,-0.628,3.148
-0.8223,0.939,-0.4866
-3.926,-0.3125,3.88
-0.4573,1.052,-0.707
0.273,1.205,-1.348
-0.2094,1.23,-1.101
-0.2128,1.28,-1.182
1.866,0.668,-2.615
0.4622,1.465,-2.03
-0.2212,1.386,-1.303
-1.814,0.8184,0.671
-2.64,0.4429,1.79
0.1887,1.76,-2.055
1.203,2.096,-3.355
0.0866,1.1,-1.276
-0.406,0.9526,-0.6357
-1.938,0.0963,1.614
0.02853,1.229,-1.304
-2.963,0.1084,2.459
0.3872,1.42,-1.706
-1.739,1.148,0.2937
-0.2229,1.078,-0.8804
-0.006157,1.26,-1.168
-1.706,0.4348,0.9717
-0.5073,0.8394,-0.348
-0.773,0.834,-0.03256
-0.59,0.902,-0.3394
-0.0667,1.268,-1.194
-0.4026,0.878,-0.5854
-0.4011,0.915,-0.4102
-0.7485,0.659,0.0823
-0.482,0.604,-0.08014
0.2281,1.224,-1.3545
0.1207,1.25,-1.322
0.906,1.358,-2.36
-1.227,0.789,0.1444
-1.925,0.5913,1.073
-1.825,0.5923,0.9917
-0.3843,0.9033,-0.672
-1.7295,0.425,1.116
-2.709,0.3691,1.813
-1.079,0.4155,0.6113
0.2617,1.243,-1.409
-1.805,0.6006,0.935
0.5815,1.28,-1.79
-0.1365,1.034,-0.991
-0.7915,0.3555,0.439
-0.2223,0.921,-0.6675
-0.3867,0.776,-0.363
-0.503,0.8364,-0.2964
0.276,1.141,-1.306
-3.492,0.0168,3.006
0.3228,0.713,-0.9824
-1.274,0.7017,0.4106
0.4182,1.318,-1.655
-1.68,0.947,0.4548
0.3066,1.505,-1.729
0.11096,1.433,-1.629
0.1521,1.14,-1.226
-0.3704,1.082,-0.923
-3.12,0.334,2.264
-1.897,0.5703,0.9453
-1.476,1.118,0.01591
-3.541,0.2717,2.71
-1.95,0.585,1.089
-0.00461,1.293,-1.371
-1.285,0.4226,0.606
-1.074,1.143,-0.2368
-0.0825,1.293,-1.36
0.436,1.289,-1.651
-0.2083,0.948,-0.7656
0.2654,1.156,-1.51
0.4004,1.281,-1.78
-0.2144,1.104,-0.843
0.7607,2.137,-3.006
-0.03387,1.269,-1.504
-0.04184,1.581,-1.678
0.7246,1.687,-2.373
0.0925,1.384,-1.4795
-0.3555,1.324,-1.146
-0.2942,1.603,-1.602
-0.5244,0.964,-0.3962
-1.42,1.1455,0.05008
-1.754,0.598,0.84
-0.4375,1.307,-1.0205
-0.7974,0.952,-0.1696
-0.0005608,1.618,-1.782
0.4587,1.316,-1.708
-0.5015,0.863,-0.4175
-0.2377,0.9155,-0.6436
-2.326,0.4722,1.498
-0.1543,0.921,-0.7803
-1.021,0.6113,0.3801
-0.3406,1.282,-0.924
-2.094,0.3027,1.549
-0.2488,0.853,-0.6094
0.0376,0.866,-0.701
0.6777,1.466,-2.088
-0.716,0.7627,0.005184
-0.2876,0.958,-0.5186
0.115,1.188,-1.264
0.0303,0.949,-0.786
0.3296,1.119,-1.379
0.1409,1.128,-1.108
-0.398,0.9155,-0.4856
-2.787,0.1287,2.373
-2.41,0.05005,2.127
0.2542,1.456,-1.686
0.010895,1.048,-1.003
-0.3271,1.037,-0.788
0.2817,1.264,-1.481
-1.414,0.4802,0.734
-2.46,-0.193,2.346
-0.2708,0.8975,-0.489
-0.2281,1.163,-0.8804
-0.927,0.8467,0.05807
0.0363,0.9673,-0.957
-0.4187,1.066,-0.584
-2.352,0.574,1.473
-2.418,-0.04553,2.184
-0.1879,0.766,-0.3696
-3.697,-0.331,3.713
0.641,2.191,-2.936
-0.4897,1.466,-1.201
0.1147,1.285,-1.365
-0.5474,1.096,-0.849
-0.1409,1.064,-0.9487
-0.384,1.2,-0.857
-3.83,0.04495,3.28
0.1268,1.204,-1.206
0.01767,1.146,-1.303
-1.254,1.001,0.0913
-0.06616,1.128,-0.968
-2.316,0.373,1.612
-0.8423,1.045,-0.2676
-1.549,0.26,1.021
-3.322,-0.1868,3.088
-1.046,1.023,-0.11816
0.1394,1.326,-1.531
-1.834,0.9863,0.543
-0.6606,0.9326,-0.4287
0.451,1.27,-1.591
-0.4204,1.0205,-0.587
-0.505,1.25,-0.7485
-0.02168,1.178,-1.182
0.1018,1.131,-1.169
-2.934,0.2374,2.29
-0.505,0.9424,-0.484
-1.125,0.924,0.1521
-0.666,1.073,-0.5195
1.147,0.911,-1.986
-3.49,-0.2385,3.281
-0.4292,0.758,-0.3547
-1.12,0.5957,0.4514
-1.257,0.701,0.4993
-0.369,1.131,-0.849
0.5547,1.787,-2.428
-0.00931,1.1,-1.007
-0.04547,0.979,-0.784
0.296,1.16,-1.37
-0.2317,0.9746,-0.621
-3.44,-0.03934,3.068
-2.47,0.1959,1.969
-0.01677,1.057,-0.894
-0.608,1.019,-0.3806
0.1726,1.203,-1.276
-0.4045,0.894,-0.5366
-0.6074,0.85,-0.3152
-1.1455,0.5996,0.3892
-0.511,0.8623,-0.3042
0.3167,1.397,-1.8125
-1.503,0.276,1.103
0.004105,0.889,-0.9653
0.4438,0.873,-1.255
0.0333,1.121,-1.043
-0.85,0.83,-0.145
-0.4307,0.915,-0.4368
-1.511,0.6763,0.6753
-0.548,0.793,-0.384
-0.3748,1.09,-0.733
-0.0628,0.948,-0.7515
-0.1802,0.9155,-0.6357
-1.966,0.6255,1.056
0.1504,1.269,-1.321
-2.232,0.591,1.224
-1.793,0.2222,1.352
-3.658,-0.554,3.822
-0.04858,1.064,-0.906
-0.1008,1.107,-0.9653
-0.4434,1.0205,-0.5625
-0.025,1.078,-0.925
-2.215,0.4658,1.427
-0.1096,1.015,-0.8193
0.1879,1.214,-1.411
0.232,1.044,-1.242
-0.8247,0.696,-0.0835
-0.4067,1.035,-0.665
0.3506,1.166,-1.444
0.069,1.558,-1.722
-2.932,0.2162,2.25
-0.715,1.061,-0.476
-0.6074,1.054,-0.486
-0.752,0.824,-0.167
-2.086,0.487,1.2705
-0.1466,1.319,-1.317
-1.106,0.5986,0.3054
-0.4048,1.101,-0.687
-2.043,0.2484,1.46
0.06433,1.388,-1.39
-0.3987,1.011,-0.738
0.1353,1.361,-1.635
-0.2454,1.302,-1.179
-0.2502,1.341,-1.166
0.7407,1.029,-1.7705
0.1548,1.409,-1.614
-0.297,0.9233,-0.5186
0.1449,1.315,-1.5205
-2.701,0.1576,2.053
0.0834,1.284,-1.358
-0.393,1.135,-0.83
-0.477,1.412,-1.01
-0.02147,0.9565,-0.7476
-0.8286,0.823,-0.0986
-3.396,0.15,2.748
-1.809,0.4841,1.117
-0.1393,-0.09515,-0.00119
0.1148,1.071,-1.017
0.0537,0.7944,-0.842
-0.8506,0.781,0.007378
-2.545,-0.1434,2.252
0.202,1.239,-1.338
-1.473,0.6265,0.5464
-1.455,0.8174,0.3767
0.849,1.216,-2.043
-2.8,0.62,1.77
-0.0207,1.152,-1.112
0.05316,1.036,-1.034
-3.033,-0.3015,2.926
-0.4233,1.12,-0.6973
-0.723,1.034,-0.4146
0.03017,1.035,-0.995
-0.0007715,1.423,-1.44
-0.8564,0.7397,0.0965
-3.06,-0.1808,2.82
-1.626,0.557,0.909
0.566,0.9897,-1.48
-0.1445,1.305,-1.133
-1.368,0.477,0.6836
-0.2334,1.156,-0.9487
-3.275,0.3352,2.55
0.723,0.8975,-1.651
0.2585,1.402,-1.666
0.5103,1.102,-1.472
-0.3208,1.237,-0.948
0.1282,1.344,-1.502
-0.6113,1.334,-0.802
-2.016,0.556,1.195
0.337,1.162,-1.417
-0.2438,0.8423,-0.4158
-0.4624,1.265,-0.871
-1.537,0.879,0.3574
-0.1475,0.9985,-0.802
-0.1456,1.541,-1.52
-1.1045,0.811,0.215
-0.3042,1.238,-0.9033
-2.598,0.5083,1.712
0.3943,1.56,-1.917
-2.896,0.0752,2.365
-1.1455,1.01,-0.02873
-2.766,-0.4001,2.848
-0.1914,1.127,-0.947
-0.4167,1.191,-0.8066
-0.3137,1.311,-1.232
0.3188,1.286,-1.531
0.1215,1.235,-1.455
-1.506,0.4949,0.7188
0.329,1.1875,-1.462
-0.9277,0.772,-0.01332
-1.994,0.2612,1.356
-2.775,0.4783,1.885
0.011566,1.421,-1.463
-1.684,0.463,0.7896
-0.12006,1.109,-1.065
-3.31,-0.0709,3.04
-3.97,-0.6143,4.29
-0.612,1.036,-0.4314
-0.2578,0.9585,-0.6187
0.2117,1.152,-1.273
-0.684,0.985,-0.3
0.3452,1.288,-1.543
-0.6333,0.928,-0.3232
-0.0406,1.049,-0.9116
-0.4617,1.13,-0.6997
-3.25,-0.1472,2.957
-0.0462,1.142,-0.985
0.2854,1.198,-1.431
-0.564,0.981,-0.5024
-3.182,-0.0145,2.729
-2.305,0.4368,1.541
-0.507,0.9546,-0.4036
-0.3857,0.844,-0.521
-3.684,-0.3147,3.604
-1.921,0.6016,1.025
-1.039,0.8433,0.0337
-0.1171,0.76,-0.4128
0.2532,1.634,-1.953
-1.057,0.538,0.3215
-3.217,0.04202,2.81
0.558,1.294,-1.822
-2.383,0.1896,1.9
-0.10516,1.182,-1.105
-1.475,0.8657,0.3557
-3.326,-0.2744,3.309
-0.676,1.068,-0.4026
-0.0523,0.9707,-0.762
0.04065,0.9473,-0.8735
-0.1836,0.934,-0.5957
-3.613,-0.2258,3.447
-0.1736,1.411,-1.262
-0.4336,1.417,-1.092
-2.377,0.4656,1.561
-0.4543,1.003,-0.6143
-0.0954,0.9683,-0.722
-0.0941,0.7344,-0.429
-0.705,0.6045,0.09735
-0.3882,0.931,-0.447
-0.1998,1.205,-0.966
1.369,0.8447,-2.133
-0.399,0.9595,-0.4631
-1.206,0.4744,0.527
0.01645,1.246,-1.275
-1.487,0.4849,0.881
-0.697,0.588,0.02625
-2.252,0.2925,1.666
-0.2325,0.5474,-0.3777
-2.445,0.2812,1.831
0.3823,0.925,-1.12
0.03284,0.8545,-0.819
-1.663,0.8384,0.615
-0.4102,1.03,-0.6167
0.3962,1.261,-1.561
0.08264,1.196,-1.192
0.3682,1.164,-1.412
-0.042,0.7646,-0.738
-0.419,0.757,-0.2627
0.001835,1.113,-1.239
-1.211,0.5757,0.537
-0.436,1.077,-0.6343
-0.067,1.051,-0.9023
-1.584,0.4436,0.8
0.2319,1.323,-1.461
-0.1915,0.9404,-0.653
0.00978,1.154,-1.171
1.098,1.118,-2.18
0.7,1.207,-1.828
0.2015,1.313,-1.547
-0.9194,0.6245,0.1522
-0.8335,0.872,-0.05185
-0.8633,0.846,-0.001211
-0.508,0.8447,-0.4824
-0.0979,1.011,-0.818
-3.25,-0.1049,3.1
-0.689,0.6475,0.001009
-0.0831,0.9976,-0.886
0.7656,0.779,-1.369
0.04797,1.339,-1.409
-0.4263,1.138,-0.737
0.3872,1.198,-1.46
0.07886,1.157,-1.121
0.0976,1.121,-1.063
-1.961,0.02556,1.71
-1.412,0.3965,0.8926
-2.152,0.563,1.294
-0.2457,1.157,-0.99
-0.07684,1.126,-1.086
-1.033,0.485,0.523
-2.018,0.3557,1.3125
-0.3765,0.958,-0.6562
-0.0458,1.063,-0.9414
-0.232,1.075,-0.7603
0.15,1.113,-1.164
0.424,0.8896,-1.277
-0.4604,1.039,-0.649
-0.8677,1.153,-0.528
0.324,1.664,-2.15
0.0667,1.503,-1.576
-2.268,0.081,1.882
1.207,0.3496,-1.569
0.4282,1.285,-1.752
-0.04962,0.747,-0.4717
-1.842,0.1487,1.321
-0.1002,1.287,-1.179
-0.405,1.075,-0.711
-1.783,0.6216,0.9424
-0.4202,1.27,-1.009
-0.9277,0.9253,-0.1035
-3.76,-0.4297,3.79
-0.496,1.066,-0.621
0.693,1.269,-1.92
-3.477,0.004456,3.02
-1.218,0.516,0.544
-1.237,0.6294,0.5264
0.1619,1.209,-1.311
-0.2551,1.058,-0.8247
-1.109,0.565,0.4636
-0.424,0.951,-0.436
0.01333,1.099,-1.06
-2.121,0.5835,1.19
0.1853,1.322,-1.414
-2.674,-0.742,3.146
-1.054,0.6553,0.2086
0.1534,1.08,-1.104
-0.2069,0.9023,-0.705
-0.0826,1.127,-0.9595
-0.744,0.858,-0.1869
0.1871,1.17,-1.363
0.000875,1.016,-0.9146
0.004684,1.022,-1.016
0.3235,1.368,-1.629
0.0463,1.067,-1.029
-1.692,0.474,1.011
0.73,2.12,-2.98
-0.1978,1.061,-0.761
0.02145,0.775,-0.7637
0.409,1.155,-1.452
-0.01216,1.1875,-1.173
0.09625,0.552,-0.5767
-2.148,0.2251,1.713
-0.5894,0.975,-0.3708
-0.8486,0.8735,-0.1305
-0.2185,0.758,-0.3853
-0.0914,1.009,-0.935
-0.4956,0.786,-0.2754
-2.957,0.3533,2.193
0.3896,1.072,-1.288
-0.2673,0.845,-0.528
-1.02,0.6587,0.3281
0.1578,1.433,-1.549
-1.113,0.8325,0.1615
-0.0925,1.437,-1.562
0.468,1.212,-1.607
-0.02632,1.043,-0.8633
0.09766,0.81,-0.6924
-3.506,0.03754,3.098
-0.9893,0.9062,0.01119
-0.1786,0.8584,-0.6494
-2.43,0.4512,1.535
-0.7373,0.683,-0.0708
0.2023,1.203,-1.325
-0.996,0.86,0.117
0.02492,1.261,-1.393
-1.4375,0.802,0.4841
0.783,1.741,-2.59
-0.1458,0.997,-0.7227
0.1777,1.236,-1.309
-2.258,0.5757,1.308
-0.5156,1.003,-0.574
-1.742,0.651,0.8706
-0.0914,1.127,-1.032
0.006916,1.208,-1.167
-1.461,0.5674,0.576
-1.645,0.593,0.767
0.9683,0.2274,-1.26
0.1437,1.698,-1.945
0.5386,1.474,-2.012
-2.08,0.586,1.131
-0.3755,1.016,-0.642
-0.5557,0.705,-0.1979
-0.1934,1.199,-1.061
-3.637,-0.2737,3.512
0.3918,1.668,-2.186
-2.068,0.6274,1.114
-1.196,0.767,0.1664
-1.558,0.7446,0.4575
0.2634,1.269,-1.501
-3.527,0.3093,2.744
0.1946,1.193,-1.253
0.359,1.273,-1.599
-0.3416,0.993,-0.78
0.05374,0.959,-0.9604
0.0552,1.179,-1.135
-0.492,1.105,-0.866
0.2686,1.353,-1.577
-0.3386,1.186,-0.834
-1.075,0.5103,0.4724
0.06525,1.099,-1.154
-0.721,1.036,-0.3845
-0.724,0.7583,0.001591
-1.322,0.8833,0.1125
-2.041,0.6626,1.085
-2.943,0.3528,2.102
0.0648,1.086,-1.09
-0.4976,0.7954,-0.4973
-0.7607,0.8677,-0.2476
-0.1365,1.381,-1.483
-0.3752,1.208,-0.884
-3.064,-0.01484,2.65
-2.262,0.688,1.275
-3.309,0.1682,2.662
-1.652,0.476,0.9077
-3.768,-0.6904,4.164
-4.055,-1.063,4.703
-0.1198,1.469,-1.486
-1.762,0.3452,1.052
-0.0602,1.372,-1.486
-0.1522,0.8975,-0.7515
-3.787,0.10254,3.262
-2.19,0.715,1.072
-0.2935,1.376,-1.297
-1.448,0.67,0.562
-2.135,0.584,1.305
-0.2133,0.8945,-0.579
-1.207,0.6924,0.412
-1.147,0.5605,0.4531
-1.424,0.58,0.6753
-1.564,0.6836,0.6035
-0.7407,1.273,-0.696
-2.09,0.3489,1.369
-2.945,0.05936,2.465
-1.337,0.658,0.5923
-0.491,0.923,-0.3735
0.1356,1.146,-1.285
0.431,0.7393,-1.123
-1.881,0.8784,0.7075
-0.3374,1.07,-0.779
-0.4734,1.043,-0.577
-0.54,1.134,-0.6455
-3.625,0.1664,3.002
-0.3835,0.8086,-0.4358
-0.3298,0.889,-0.559
1.245,0.904,-2.297
-1.936,0.4463,1.245
-3.13,0.4766,2.229
-1.299,0.578,0.559
0.007214,1.158,-1.105
-2.74,0.3433,2.041
2.11,-0.08466,-2.06
0.9917,1.792,-2.766
-0.972,0.898,-0.1294
-2.924,-0.4504,3.04
-0.4583,1.259,-0.833
-3.234,-0.2979,3.154
-0.294,1.16,-0.8667
-0.651,1.2705,-0.85
0.4185,1.734,-2.217
0.4011,1.539,-1.93
0.781,1.618,-2.39
-3.498,0.2908,2.809
-0.04114,1.365,-1.377
0.262,1.161,-1.34
-0.644,1.023,-0.3792
-0.2307,1.019,-0.804
0.1798,1.135,-1.36
0.1835,1.065,-1.153
-1.398,1.052,0.05112
-2.84,0.25,2.13
-0.1378,0.9175,-0.6567
-2.3,0.3484,1.6455
-0.8486,1.064,-0.3665
-0.705,0.759,-0.1423
-0.1787,0.991,-0.784
0.6265,1.484,-2.113
-0.229,0.7036,-0.618
-0.0179,0.877,-0.732
-0.03427,1.227,-1.395
-0.1276,0.975,-0.7334
-0.892,0.8286,-0.08044
0.5347,0.919,-1.458
-0.7817,1.072,-0.344
-2.514,0.5396,1.5
-0.02324,1.048,-0.955
0.1609,0.878,-0.9023
-0.006283,1.045,-0.945
-2.197,0.3164,1.589
-0.02496,1.146,-1.167
-2.734,0.3652,1.91
-1.871,0.1569,1.341
-1.102,0.8394,0.1023
0.03165,1.034,-0.964
-2.402,0.4302,1.598
0.1289,1.298,-1.326
0.6636,1.46,-2.102
-3.707,-0.685,4.043
-1.857,0.2339,1.387
-2.912,0.1438,2.367
-0.07294,1.131,-1.001
-0.2805,1.111,-0.783
-0.1737,1.048,-0.8433
-0.7603,1.183,-0.6494
-0.8247,1.072,-0.3262
0.2362,1.382,-1.575
-0.8926,0.8794,-0.11456
-0.1931,1.027,-0.7715
0.2202,1.222,-1.45
-1.703,0.648,0.8726
-2.268,0.3481,1.586
-0.401,1.49,-1.2705
0.0983,1.058,-1.07
-0.1306,1.117,-0.8896
-3.553,0.01819,3.104
-2.873,0.0932,2.404
-0.2068,1.477,-1.428
0.1004,1.928,-2.182
0.3755,1.187,-1.462
0.4836,1.507,-2.004
-2.613,0.6304,1.617
-3.502,-0.378,3.344
-2.805,0.2417,2.059
-1.06,0.6973,0.1716
0.2013,1.415,-1.649
-0.493,0.816,-0.3186
0.05988,1.163,-1.131
-4.062,-0.3374,4.027
-1.0205,0.717,0.2388
0.488,1.973,-2.531
0.828,1.385,-2.148
-0.603,1.08,-0.5806
-0.007404,0.856,-0.7437
-0.05792,0.925,-0.9185
0.5356,0.9243,-1.398
-0.2522,1.0625,-1.051
0.1996,1.304,-1.554
-3.15,0.5024,2.273
0.5903,1.106,-1.594
0.2415,1.239,-1.61
-0.804,0.6104,0.04996
-1.142,1.224,-0.2957
-1.3,0.681,0.4053
-0.06775,1.113,-0.99
-0.524,0.723,-0.4348
-0.7476,0.7734,-0.1658
-0.4265,1.336,-1.067
0.4136,1.357,-1.792
-2.979,0.01301,2.54
-1.818,1.204,0.2507
-0.898,0.6035,0.1392
-0.12286,1.292,-1.172
-1.809,-0.1478,1.624
1.041,2.729,-3.992
-1.341,0.8135,0.2025
0.5537,1.368,-1.965
-1.345,0.9614,0.03555
-0.4631,0.986,-0.515
-0.3572,1.025,-0.728
-1.088,0.978,-0.01312
0.0675,1.378,-1.53
0.4644,1.348,-1.992
-1.301,0.975,0.2091
0.397,0.995,-1.317
-0.1313,0.92,-0.6157
0.5747,1.884,-2.527
-0.4976,1.121,-0.6323
-2.65,0.2676,1.959
-0.04868,1.143,-1.059
-1.642,0.7495,0.603
-1.763,0.972,0.527
0.3254,1.35,-1.59
0.4805,1.455,-1.897
0.1877,0.9653,-1.032
-0.05206,0.9087,-0.78
0.2476,1.272,-1.427
-0.778,0.88,-0.14
-0.894,0.9746,-0.323
0.544,1.556,-2.025
-2.018,0.6187,1.104
-1.682,0.619,0.9087
-0.3967,1.234,-0.9053
-1.793,0.5615,1.002
0.06744,0.8276,-0.8213
0.002186,1.189,-1.213
-2.031,0.03967,1.777
-0.3984,0.8916,-0.4446
-0.05588,0.895,-0.6875
-1.12,1.122,-0.2085
0.4324,0.7866,-1.126
0.2263,1.166,-1.274
0.0884,1.04,-0.9697
0.252,1.195,-1.464
-0.6035,1.018,-0.5156
-0.4456,1.061,-0.658
-0.0871,1.124,-0.994
0.5083,1.304,-1.678
-2.43,0.05853,2.023
0.00183,1.108,-0.9688
0.146,1.198,-1.273
-1.474,0.7065,0.626
0.1537,0.9233,-0.981
-0.381,1.033,-0.7705
-0.509,0.9814,-0.4934
-0.4138,1.146,-0.923
-0.1603,1.12,-1.032
-3.293,-0.3694,3.387
-0.3772,1.153,-0.8193
0.2438,1.247,-1.48
-0.2808,1.138,-0.789
-0.72,0.722,-0.1702
0.0508,0.9526,-1.018
-1.34,0.4978,0.707
-3.457,0.1284,2.79
0.4668,1.285,-1.7295
-2.037,0.6606,1.043
-0.08435,1.204,-1.037
-0.3655,0.956,-0.4775
-0.4253,0.8223,-0.508
-0.5503,0.9097,-0.5874
-0.5337,0.9316,-0.68
-1.532,0.601,0.6855
0.2468,1.328,-1.5205
-0.02301,1.307,-1.244
0.0271,1.109,-1.085
-0.5806,0.8784,-0.4363
-1.324,0.59,0.5234
0.3184,1.125,-1.32
-1.007,1.099,-0.269
-0.5913,1.1045,-0.4849
-0.01018,1.393,-1.587
0.5015,1.305,-1.761
-1.271,0.8726,0.121
-3.29,-0.2136,3.016
-2.773,0.4006,1.994
-1.865,0.3699,1.1875
-0.01478,1.272,-1.188
-1.096,0.878,-0.073
-0.457,0.9536,-0.429
-0.2202,1.067,-0.8047
0.4143,1.247,-1.636
-1.864,0.408,1.182
-0.0816,1.493,-1.396
-0.1849,1.179,-0.9453
0.001727,1.012,-0.849
-1.357,0.8765,0.246
0.3801,1.548,-2.035
-0.541,0.888,-0.4402
0.753,1.331,-2.07
-0.5273,1.039,-0.517
0.424,1.339,-1.664
-0.438,1.162,-0.8853
-0.2854,1.52,-1.364
-3.9,-0.343,3.875
0.2056,1.2705,-1.442
