Adequate,Effective,Ineffective
-2.303,0.7495,0.9365
-2.133,0.641,0.9316
-1.537,1.013,-0.1653
-0.1231,1.17,-1.36
-0.884,1.977,-1.928
0.5024,1.627,-2.451
-1.227,0.7334,0.1763
-1.045,0.511,0.1964
-0.767,0.693,-0.14
-0.6597,0.96,-0.5874
-1.26,0.6074,0.4314
0.3662,1.3125,-1.899
0.1274,1.42,-1.934
0.441,1.431,-2.14
-3.504,0.0432,2.877
-0.9165,0.7715,-0.143
-0.1509,1.269,-1.441
-4.69,-0.739,4.918
-1.846,0.6816,0.635
0.794,1.951,-3.107
-0.1771,1.038,-1.091
0.706,1.135,-1.949
0.2917,1.191,-1.714
-2.05,0.4272,1.164
0.2615,1.012,-1.411
-1.055,0.6514,0.05338
-1.628,0.576,0.632
-0.2262,0.916,-0.952
-1.455,0.806,0.2472
-2.027,0.4685,0.932
-4.098,-0.629,4.04
-0.2411,1.163,-1.196
-1.735,0.927,0.3054
0.0599,1.313,-1.681
-0.1971,1.047,-1.105
-3.672,-0.453,3.684
-0.0807,0.8975,-0.973
-0.6924,0.8037,-0.455
-0.3652,1.083,-0.9956
-0.1941,1.492,-1.542
-0.4072,0.8154,-0.663
-2.477,0.649,1.367
0.2131,1.455,-2.049
1.108,1.754,-3.062
-0.626,0.939,-0.7095
1.285,1.791,-3.32
-0.2432,1.058,-1.086
0.1803,1.189,-1.592
-0.02934,1.069,-1.295
0.3716,1.272,-1.872
1.22,1.311,-2.57
-1.962,1.063,0.2754
-1.146,1.011,-0.2642
-4.72,-0.449,4.54
-3.633,0.2048,2.719
0.596,1.75,-2.72
-0.1467,1.127,-1.268
-1.385,0.971,-0.05484
-0.705,1.158,-0.834
1.47,2.137,-3.88
-3.316,-0.1509,2.922
0.3176,1.44,-2.021
-0.03564,1.278,-1.461
-2.84,0.1445,2.102
-3.514,-0.2175,3.305
0.002472,1.066,-1.288
-0.351,0.859,-0.7397
-0.1802,1.347,-1.531
-1.202,1.153,-0.458
-0.6997,1.363,-1.067
-0.5825,1.086,-0.8555
-1.352,0.6724,0.3694
0.05234,0.967,-1.224
-0.3462,1.167,-1.152
-2.355,0.5957,1.223
-0.03693,1.852,-2.453
-0.0959,1.057,-1.184
-0.775,1.275,-0.9683
0.2605,1.396,-1.918
0.1315,1.001,-1.385
-1.196,0.8423,-0.06274
-3.984,0.00254,3.217
-4.008,-0.02602,3.262
-0.506,0.956,-0.7617
0.179,1.018,-1.336
-4.06,-0.656,4.29
0.552,1.478,-2.25
0.2107,1.213,-1.621
0.582,1.434,-2.271
-4.207,-0.06384,3.56
-0.2468,1.285,-1.44
-0.34,1.491,-1.5205
-1.689,0.4578,0.9795
-0.0321,1.178,-1.383
-1.458,0.7295,0.2644
0.003313,0.8276,-0.9854
0.4263,1.322,-2.008
-0.0651,1.11,-1.312
-2.283,1.229,0.4148
-0.11365,1.082,-1.259
0.3298,0.9077,-1.302
-0.974,0.479,0.2917
0.0902,1.005,-1.273
-0.49,1.221,-1.1045
-3.12,0.525,1.824
-0.0756,0.927,-1.073
-1.48,1.029,-0.03625
0.222,1.275,-1.788
-2.588,0.858,1.02
0.0718,1.397,-1.737
-3.473,0.04956,2.7
-4.586,-0.3572,4.312
-1.647,0.833,0.3252
-1.912,0.736,0.648
-0.3257,1.102,-1.101
0.1605,0.8096,-1.015
0.4795,1.28,-1.901
0.2656,1.32,-1.937
1.3125,1.212,-2.547
-0.4146,1.398,-1.433
-0.4648,1.952,-1.987
-0.02007,1.377,-1.639
-0.8774,1.218,-0.7847
-0.488,1.38,-1.149
-2.719,0.6694,1.268
-4.24,0.09674,3.246
-0.2496,0.9717,-0.9697
-1.024,1.067,-0.4038
0.1587,1.19,-1.612
-4.164,-0.2499,3.568
-0.00827,0.814,-0.925
-3.412,-0.2524,3.182
0.8213,1.782,-2.873
-0.0978,0.8755,-0.9424
-0.633,0.864,-0.511
-0.08984,1.228,-1.382
-3.754,-0.2075,3.273
0.0644,1.277,-1.62
-0.805,0.843,-0.3743
-2.064,0.574,0.905
-3.432,0.3306,2.336
-3.604,-0.4463,3.74
-2.04,1.196,0.1813
-0.9185,1.246,-0.756
-1.268,0.955,-0.2097
-0.04956,1.122,-1.367
0.2268,1.194,-1.676
0.1821,1.243,-1.688
-4.703,-0.3882,4.375
-0.3066,1.115,-1.126
-2.117,0.5527,1.096
0.637,1.472,-2.324
0.7617,1.483,-2.48
-0.0469,1.01,-1.155
-1.212,0.8145,0.04205
1.255,1.534,-2.84
-2.48,0.6245,1.27
0.09424,1.455,-1.871
-4.35,-0.4084,4.207
0.2004,1.352,-1.837
-1.402,1.183,-0.518
-0.5215,1.052,-0.8545
0.3247,1.001,-1.455
-0.653,1.141,-0.839
-0.7476,0.732,-0.2324
-2.703,0.6675,1.437
-0.8594,1.053,-0.524
1.113,1.62,-2.928
-2.723,0.138,2.086
-1.352,0.8164,0.0915
-2.885,-0.2527,2.627
-2.576,0.527,1.508
-0.606,1.13,-0.865
-0.4482,1.063,-0.894
-0.8433,1.276,-0.8154
-2.574,0.491,1.394
0.622,1.36,-2.209
0.0905,1.244,-1.537
-0.644,0.938,-0.6084
0.004623,0.7505,-0.8745
-1.017,0.6704,0.0746
-0.02713,0.76,-0.868
-1.44,0.5923,0.4026
-4.277,-0.28,3.896
-0.4019,0.9814,-0.8286
-0.3276,0.993,-0.879
0.4207,0.781,-1.233
-0.212,0.9014,-0.8926
-1.613,0.484,0.851
-0.2866,1.059,-1.121
-3.252,0.1985,2.324
-0.9966,0.827,-0.2004
0.1063,1.307,-1.68
-0.1407,1.081,-1.172
-0.01761,1.109,-1.308
0.3252,1.202,-1.748
0.02664,0.9355,-1.156
0.0747,1.023,-1.297
-0.8257,1.112,-0.677
0.04718,1.033,-1.273
-0.4912,0.824,-0.53
-0.4,0.9595,-0.864
-0.03003,1.229,-1.419
3.273,-0.02142,-2.268
-0.8394,0.7456,-0.2161
-2.01,0.335,1.259
0.2041,0.725,-0.999
0.05307,1.017,-1.248
1.545,1.797,-3.701
-0.224,0.95,-0.9634
-3.947,0.0451,3.033
-2.63,0.2456,1.607
0.665,2.158,-3.244
-0.06805,1.339,-1.578
-1.187,1.054,-0.2703
0.8784,2.453,-3.848
1.705,2.781,-5.027
-0.558,1.1045,-0.926
-3.611,0.2954,2.64
0.4849,1.461,-2.207
0.768,1.691,-2.678
-3.688,0.297,2.588
-0.2715,1.12,-1.138
-3.492,-0.0776,3.05
-3.979,-0.3984,3.89
-2.496,-0.08374,2.17
-0.01886,0.8584,-1.001
0.3955,1.585,-2.28
-3.566,0.2421,2.605
0.2013,1.133,-1.547
-0.4053,1.242,-1.195
0.8276,1.148,-2.037
0.3467,1.195,-1.753
-2.434,0.4248,1.392
-1.46,0.5938,0.4243
-2.521,0.269,1.795
-3.732,-0.01663,3.129
-0.2935,0.9785,-0.9224
-2.457,0.7544,1.065
0.3547,1.555,-2.236
-0.778,1.158,-0.7803
0.5796,2.035,-3.158
-0.5034,0.976,-0.782
0.1552,0.872,-1.151
-0.1165,1.052,-1.16
-0.5684,0.524,-0.0874
-2.463,-0.04428,2.037
0.05255,1.146,-1.426
0.7554,1.433,-2.34
-1.801,0.392,1.055
-0.4536,0.9214,-0.76
-0.822,0.8687,-0.3584
-3.441,0.165,2.549
-2.525,0.3994,1.513
-0.4602,1.014,-0.792
-0.4111,0.998,-0.9424
-0.1388,0.9453,-1.045
-0.2595,0.7124,-0.625
-3.045,0.425,1.942
-2.633,0.2418,1.926
-4.383,-0.1652,3.754
0.3093,1.165,-1.681
-0.3447,0.9707,-0.8374
-3.895,-0.2212,3.57
-3.99,-0.9175,4.53
-1.439,0.6553,0.3882
-1.099,1.318,-0.688
0.01285,1.263,-1.574
-4.02,0.1255,3.17
-0.4634,1.002,-0.85
-0.516,0.9985,-0.7783
-1.911,0.4124,1.111
-1.473,0.8813,0.1133
-3.195,0.3774,2.268
1.617,0.5166,-1.809
-0.31,1.588,-1.748
-0.2573,1.759,-1.969
-3.139,0.276,2.264
0.7935,1.303,-2.334
0.2656,1.212,-1.693
-2.732,0.04218,2.424
-0.1525,1.299,-1.43
-1.406,0.7065,0.363
-0.47,1.361,-1.286
0.2094,1.33,-1.798
0.2336,1.216,-1.719
-0.3755,1.182,-1.095
-3.55,0.3684,2.408
-2.18,0.8203,0.7275
0.488,1.781,-2.65
-1.402,0.6055,0.503
0.655,1.193,-1.924
-4.242,0.0203,3.424
-0.7124,0.9834,-0.5273
-0.1311,1.266,-1.401
-2.666,0.8213,1.126
-0.3105,1.218,-1.227
-0.1415,1.301,-1.539
-1.748,1.125,-0.1182
-0.169,1.38,-1.6455
-1.425,1.122,-0.1896
0.03061,0.868,-1.032
-0.5366,0.316,0.1499
0.9785,2.037,-3.38
-0.65,0.9033,-0.5137
-3.479,0.506,2.113
0.10364,1.051,-1.373
-1.16,0.7593,-0.02716
0.2441,0.6226,-0.7617
-3.426,0.2244,2.445
-0.2207,0.8306,-0.757
0.311,1.294,-1.813
-0.5234,1.007,-0.7905
1.029,1.82,-3.098
-0.631,1.096,-0.8633
-0.00787,1.671,-2.012
-2.764,0.3435,1.737
-0.2654,0.9785,-0.95
0.0829,1.168,-1.471
-2.14,0.9717,0.563
-1.238,0.9785,-0.1802
-3.023,0.4792,1.792
-3.809,0.031,3.059
0.1268,0.1694,-0.1265
0.1437,1.525,-2.098
-1.257,1.11,-0.3044
-2.2,0.735,0.852
1.061,1.893,-3.25
-0.11115,0.7627,-0.7793
-3.283,-0.1829,3.037
-3.225,0.313,2.229
0.10754,0.894,-1.149
-1.639,0.806,0.3242
-3.111,-0.3914,3.11
0.4546,1.511,-2.299
-0.805,1.262,-0.8184
0.4932,1.35,-2.057
-2.076,0.2502,1.536
0.4255,1.703,-2.486
0.1547,0.9717,-1.302
0.1632,1.388,-1.839
-0.373,0.8145,-0.6567
-0.1505,1.337,-1.5205
-4.07,-0.4531,3.861
-0.8286,0.7744,-0.2173
0.3552,0.9023,-1.353
-0.166,1.415,-1.621
-1.058,0.82,-0.23
-0.2607,1.569,-1.77
-1.217,0.905,-0.0914
-0.798,0.77,-0.2295
0.0514,1.021,-1.292
-2.559,0.02682,2.105
0.5547,1.744,-2.668
0.11224,1.027,-1.27
-3.607,-0.0786,2.893
-3.191,0.6685,1.68
-2.225,0.1458,1.82
-0.1483,0.95,-1.008
0.4038,1.368,-2.078
-1.839,-0.939,3.02
0.2861,1.326,-1.948
-0.2715,1.186,-1.304
-1.77,0.8013,0.3787
-1.767,0.775,0.566
-1.641,1.0,0.12244
-2.918,-0.1506,2.67
-0.077,0.9297,-1.057
-0.07294,0.9487,-1.152
-2.172,0.4866,1.19
-4.145,-1.054,4.98
-1.276,0.5444,0.3752
-2.957,-0.1093,2.646
-0.3335,1.02,-0.9697
-0.612,1.02,-0.758
0.04703,1.053,-1.342
-2.533,0.3552,1.621
-0.941,0.6357,-0.0412
-1.627,0.597,0.6523
-0.3352,1.471,-1.621
-0.12256,1.318,-1.467
-0.2421,0.9077,-0.899
0.889,0.7476,-1.498
-0.455,1.068,-0.892
0.83,1.512,-2.633
0.2444,1.291,-1.75
0.576,1.105,-1.695
0.5127,1.431,-2.195
-1.717,0.4302,0.8013
0.1853,2.025,-2.748
0.2727,1.38,-1.957
1.823,2.445,-4.67
-0.3667,1.333,-1.344
-1.453,1.337,-0.461
-0.583,0.6787,-0.4446
-1.696,1.211,0.0437
0.6333,1.489,-2.318
-0.6685,0.8804,-0.5933
0.723,1.648,-2.719
0.5923,1.766,-2.58
0.4314,1.15,-1.824
-0.1687,1.141,-1.24
0.314,1.302,-1.862
-0.05084,1.033,-1.218
-3.621,0.0936,2.736
-0.2433,0.9424,-0.935
-2.158,0.2715,1.535
-1.217,0.727,0.1392
0.2363,1.028,-1.436
0.842,1.049,-1.947
0.1807,1.318,-1.732
-4.703,-0.904,5.133
-1.202,0.588,0.3467
-0.2095,1.196,-1.276
-0.02177,1.355,-1.671
0.6753,1.251,-2.115
0.7915,1.478,-2.523
-1.738,0.72,0.4397
-2.4,0.1129,2.068
-0.79,0.909,-0.61
-0.351,0.883,-0.782
-3.28,0.1716,2.422
-0.05612,0.871,-0.9663
-0.871,0.58,0.1428
0.4622,1.44,-2.207
-0.679,1.127,-0.764
-0.3567,0.985,-0.8916
-0.8657,0.4597,0.2527
-4.21,-0.794,4.598
-0.867,0.7793,-0.1979
-0.914,0.9946,-0.4583
-0.0373,0.219,-0.01709
0.3914,1.776,-2.627
-0.4546,1.146,-0.9937
-0.3154,1.266,-1.281
-1.736,0.359,1.1045
-1.129,0.706,0.02109
-2.318,0.504,1.318
-0.555,0.793,-0.4358
-1.943,0.678,0.6733
0.02345,1.188,-1.474
-0.3267,0.915,-0.8364
0.5303,1.33,-2.076
0.07544,1.006,-1.1875
0.5254,1.528,-2.273
-1.015,0.4646,0.4004
-1.97,0.5596,0.953
0.0765,1.204,-1.504
-1.211,0.5864,0.389
0.2688,1.746,-2.35
-1.462,0.274,1.017
-1.1,1.078,-0.4792
-0.749,1.126,-0.716
-2.113,-0.2834,2.346
-2.045,0.4043,1.258
-3.918,0.4592,2.533
-2.81,0.127,2.156
-0.09955,1.499,-1.6875
0.733,0.879,-1.551
-1.979,1.602,-0.4026
-0.685,1.268,-0.991
0.4727,1.284,-1.991
-3.762,-0.0218,3.295
-0.1599,1.055,-1.149
0.892,1.142,-2.127
-1.589,0.7637,0.3472
-0.655,0.933,-0.6255
-0.2439,1.181,-1.245
0.0924,1.221,-1.602
-0.3323,1.172,-1.1875
-0.2634,1.024,-0.9463
-0.04852,1.289,-1.564
0.477,1.4,-2.16
-0.9707,0.9473,-0.372
-0.4033,0.867,-0.7144
-2.162,0.4448,1.316
0.3325,1.205,-1.764
-0.3086,0.5146,-0.2568
-3.768,-0.06244,3.21
0.867,1.556,-2.578
-4.523,-0.1388,3.72
-0.1971,1.455,-1.6045
-1.105,1.15,-0.3516
-0.3352,0.785,-0.5513
1.352,1.786,-3.441
-2.729,0.5137,1.529
-1.988,-0.446,2.404
-2.31,0.4397,1.32
1.373,1.644,-3.18
0.2268,1.212,-1.695
0.4927,1.258,-2.027
-0.7417,1.23,-0.9893
-1.057,1.782,-1.339
-2.35,0.2964,1.682
-1.802,0.8535,0.3906
0.8867,1.957,-3.182
0.7256,1.509,-2.451
-1.135,1.014,-0.3486
0.5786,0.8735,-1.444
-0.7383,0.851,-0.3152
-0.4062,0.845,-0.6865
-2.523,0.743,1.156
1.178,1.578,-2.936
-0.01581,0.887,-1.062
-0.2145,0.6787,-0.6265
-3.49,0.3071,2.38
-0.143,1.685,-1.988
-0.513,1.092,-0.873
-0.2218,1.446,-1.576
-1.006,1.205,-0.6865
0.2986,1.357,-1.922
-0.543,1.265,-1.098
0.10266,1.154,-1.426
-2.236,0.5747,1.018
-0.02304,1.194,-1.471
-0.4065,1.387,-1.418
0.6797,-0.089,-0.1412
0.2357,1.667,-2.229
-1.929,0.3162,1.277
0.7314,1.701,-2.674
0.4854,1.178,-1.808
-0.133,1.443,-1.683
-0.866,0.9326,-0.4106
0.09766,1.253,-1.618
-3.795,-0.4053,3.594
-0.0833,1.144,-1.314
0.3647,2.178,-2.951
-3.58,-0.2964,3.408
0.11084,1.314,-1.729
-0.7915,1.181,-0.7627
0.2756,1.434,-1.992
0.3005,0.9575,-1.348
-3.387,0.01573,2.871
-1.349,1.037,-0.2378
0.1827,1.08,-1.442
0.219,1.317,-1.769
0.125,1.469,-1.9
-1.156,0.6533,0.2096
0.2377,1.281,-1.779
-0.5503,1.504,-1.366
-1.135,0.777,0.00362
-0.942,1.961,-1.862
0.9766,2.021,-3.361
0.871,1.802,-3.004
-2.475,0.4993,1.36
0.0902,1.404,-1.791
-1.556,0.4475,0.75
-1.095,1.026,-0.3647
-1.779,0.5425,0.7866
0.197,1.1045,-1.51
-0.6816,1.311,-1.081
0.002914,0.804,-0.9414
-0.7188,0.61,-0.1526
0.65,1.263,-2.088
-0.3103,1.104,-1.099
-3.344,0.4067,2.285
1.261,2.021,-3.568
1.176,1.89,-3.377
-0.2896,1.259,-1.328
-0.3462,1.737,-1.931
-0.143,1.011,-1.109
0.2473,1.423,-1.966
0.1396,1.102,-1.441
-3.79,0.01941,2.89
-0.223,0.88,-0.88
0.02638,0.999,-1.234
-2.277,0.6094,1.118
-0.4736,0.7754,-0.511
-0.857,1.283,-0.825
-0.304,0.934,-0.8687
0.5728,1.42,-2.252
-0.7285,0.76,-0.2954
-0.05884,1.068,-1.25
-2.746,0.541,1.564
-1.903,0.2144,1.416
-0.05093,1.11,-1.356
0.1976,1.459,-2.092
1.276,1.718,-3.176
-1.962,1.115,0.2096
-2.762,0.4321,1.631
0.879,1.473,-2.527
1.021,1.469,-2.588
-1.738,1.159,-0.0678
-2.688,0.2074,1.874
-0.4866,1.414,-1.354
-0.4644,1.163,-1.045
0.2015,1.551,-2.15
1.703,2.72,-4.926
-4.105,0.55,2.484
-2.242,0.699,0.907
-0.867,1.315,-0.898
1.775,0.8193,-2.227
-3.53,0.1626,2.693
-0.385,1.277,-1.238
0.01775,1.346,-1.658
-0.1937,0.9463,-1.019
-0.5713,1.174,-0.991
-0.2166,1.022,-1.061
-0.999,1.263,-0.6943
0.06946,1.184,-1.541
-0.528,0.798,-0.5493
-0.662,1.114,-0.7925
0.4033,1.48,-2.168
0.5903,1.227,-1.991
-1.979,0.3328,1.176
-0.4253,0.9985,-0.839
-2.55,0.4834,1.399
-2.502,0.6084,1.276
-0.928,0.651,-0.01785
-2.197,1.1,0.3584
0.07056,0.9326,-1.147
-1.261,0.508,0.5635
-0.8345,0.7847,-0.2467
1.061,1.711,-3.078
1.016,1.654,-2.9
-4.395,-0.00328,3.61
-0.4653,1.252,-1.17
-1.525,0.9746,-0.05426
-3.482,0.2678,2.395
0.2507,1.131,-1.537
-2.795,0.2208,2.117
0.724,1.527,-2.502
0.917,-0.04626,-0.491
0.74,1.66,-2.695
-0.724,0.9307,-0.5854
-0.281,0.982,-0.9897
-0.1803,1.088,-1.202
0.5464,2.219,-3.348
-0.2776,0.974,-0.9395
0.04782,1.073,-1.354
-2.086,0.4158,1.208
-3.104,-0.10925,2.762
-2.162,0.508,1.205
-1.134,1.06,-0.3616
-3.457,-0.0771,2.963
0.3057,1.354,-1.895
-0.771,0.8184,-0.387
-2.945,0.2947,2.014
-1.373,0.704,0.287
-0.6055,1.063,-0.78
1.202,1.909,-3.395
-1.7295,0.9956,0.0762
-2.273,0.784,0.8335
0.4407,1.414,-2.016
-4.1,0.03516,3.418
1.725,1.553,-3.355
-0.1659,0.848,-0.9336
-1.515,0.8223,0.1318
0.1104,1.61,-2.15
-0.5723,0.7295,-0.4153
-3.465,0.4028,2.2
0.2311,1.207,-1.586
-0.2183,0.8633,-0.927
-3.025,0.0631,2.44
-4.113,-0.0379,3.354
0.206,1.535,-2.105
0.0131,1.589,-1.872
-3.12,0.0557,2.422
-0.2257,1.123,-1.137
-2.266,0.784,0.9375
-2.238,0.4817,1.273
-1.751,0.665,0.676
-0.6724,0.708,-0.2546
-0.719,1.149,-0.897
-2.07,0.731,0.589
-0.585,1.698,-1.631
-1.547,0.999,-0.02936
0.01767,0.9717,-1.213
2.29,1.252,-3.441
1.019,1.882,-3.129
0.5244,1.845,-2.734
-0.1924,0.8516,-0.7524
-0.3354,1.7295,-1.9795
-0.4465,0.8467,-0.645
-1.309,1.406,-0.6606
-2.338,0.2883,1.558
0.3196,1.475,-1.998
-0.3162,0.84,-0.725
0.2825,1.238,-1.744
0.1552,1.29,-1.7
-1.323,0.826,0.0697
-1.856,0.7646,0.7104
-1.734,0.7275,0.633
-3.182,0.3025,2.139
-0.05322,1.164,-1.239
-0.10767,1.256,-1.467
-1.774,0.641,0.715
-4.258,-0.2927,3.691
0.03616,1.351,-1.821
-2.613,0.4333,1.535
-0.3467,1.125,-1.128
-0.648,1.021,-0.8027
-3.643,-0.1257,2.998
-0.3289,1.12,-1.065
0.609,1.993,-2.957
-0.05624,1.518,-1.844
-3.648,0.07367,2.809
0.3193,1.598,-2.24
-0.5903,0.7515,-0.3965
-3.17,-0.01958,2.785
-1.835,0.614,0.7266
0.784,1.954,-3.104
-0.7964,0.925,-0.4268
-0.1935,1.272,-1.274
0.3657,1.308,-1.939
-0.02759,1.093,-1.277
-0.3933,1.118,-1.035
0.465,1.2295,-1.843
-2.28,0.478,1.47
-3.273,-0.1683,2.86
-4.66,-0.3474,4.22
0.5034,1.551,-2.291
0.1569,1.042,-1.397
-3.998,-0.1052,3.387
-2.773,0.5015,1.506
0.0497,1.269,-1.58
-1.776,0.1694,1.316
-2.322,0.7397,0.914
-0.5566,0.878,-0.6387
-0.1074,0.925,-0.9863
-0.2844,1.436,-1.602
0.2087,1.465,-1.948
-2.393,0.501,1.231
-3.39,0.6533,1.912
-0.2278,1.193,-1.303
-1.993,0.8374,0.634
-2.797,0.5737,1.621
-1.38,0.9014,0.02742
0.09906,1.223,-1.388
-2.35,1.14,0.4587
0.1133,1.091,-1.406
0.367,1.481,-2.078
-3.357,-0.0338,2.824
-2.154,0.543,1.1
-0.6494,1.438,-1.293
0.1654,1.209,-1.681
1.316,2.205,-3.871
0.07623,1.966,-2.492
1.612,1.695,-3.39
0.781,2.012,-3.137
-3.906,-0.4424,3.938
0.1353,1.455,-2.012
-2.424,0.3535,1.647
-2.7,0.7295,1.172
-0.0701,1.112,-1.279
0.4346,1.829,-2.688
0.0616,1.958,-2.477
0.586,1.51,-2.354
0.321,1.166,-1.649
-0.4243,1.502,-1.39
-0.0681,1.174,-1.329
-2.355,0.851,0.8794
-2.86,0.02934,2.283
-4.395,-0.5225,4.234
-0.633,0.9907,-0.7783
0.2654,1.252,-1.763
0.3657,1.166,-1.716
-0.547,0.8906,-0.634
0.6445,1.418,-2.287
-0.1725,1.187,-1.313
-0.4668,0.834,-0.5913
0.2194,1.214,-1.677
0.548,1.282,-1.975
-0.3826,0.883,-0.7886
-2.03,0.5566,0.9453
-2.672,0.2659,1.891
0.49,1.705,-2.486
-0.358,1.075,-1.01
0.4468,2.188,-3.11
0.163,1.37,-1.836
0.2268,1.66,-2.281
-0.4094,1.232,-1.16
-1.743,0.5327,0.838
0.6035,1.513,-2.361
0.9854,1.939,-3.26
-2.11,0.8374,0.546
0.6904,1.846,-2.885
-0.554,1.041,-0.8174
-0.691,1.035,-0.66
-3.879,0.1196,2.941
-0.3965,0.8945,-0.6934
0.0504,1.928,-2.346
0.3394,1.167,-1.693
0.2861,1.267,-1.855
-0.452,1.261,-1.099
-1.037,0.933,-0.3298
-0.09875,0.8574,-0.928
-0.7915,0.9336,-0.5024
-0.771,0.8623,-0.3967
-3.309,0.407,2.115
-3.86,-0.1586,3.143
0.363,1.2295,-1.803
-3.22,0.5396,1.868
-0.5386,0.899,-0.769
-2.1,0.749,0.8027
-2.742,0.3699,1.779
-0.007298,1.379,-1.673
-0.2646,0.9897,-0.971
-0.1812,1.395,-1.579
0.8057,0.674,-1.283
-1.668,0.471,0.757
-0.9385,0.7227,-0.1134
-0.628,0.976,-0.65
-0.2101,0.951,-0.9844
-0.141,0.957,-1.073
-4.46,-0.2404,3.912
-0.755,1.026,-0.6187
-0.5493,1.057,-0.871
0.05734,1.186,-1.504
0.536,1.561,-2.355
-1.701,0.5923,0.747
-0.656,1.071,-0.7485
0.5527,1.323,-1.983
-0.1958,1.075,-1.158
0.138,1.068,-1.453
-0.281,1.008,-1.001
0.1436,0.837,-1.096
-2.02,0.7637,0.6113
-3.758,-0.1001,2.871
-0.2578,0.9634,-0.964
-2.938,0.5107,1.796
-0.04132,1.078,-1.2705
-3.111,0.4827,1.879
-1.415,0.6123,0.3896
-0.753,1.4,-1.202
0.7363,1.186,-2.049
-1.564,0.636,0.5957
-2.145,0.4004,1.299
-4.133,-0.725,4.33
-2.943,0.1833,2.062
-0.6846,1.199,-0.9316
0.125,1.3125,-1.672
-0.4658,0.896,-0.695
-2.148,0.4126,1.264
0.0968,0.958,-1.229
1.149,1.533,-2.908
0.1602,0.803,-1.019
-2.594,0.04944,2.162
-1.439,0.3997,0.8315
-0.295,0.8735,-0.8076
0.11206,1.317,-1.732
-0.0602,1.02,-1.231
0.00845,1.374,-1.654
-0.9736,0.8354,-0.1814
-1.527,1.022,-0.00625
0.1741,1.304,-1.692
-0.1423,0.642,-0.5913
-0.1516,1.491,-1.667
-2.332,0.5713,1.357
-0.81,0.858,-0.432
2.268,1.275,-3.334
0.1511,0.912,-1.208
-0.326,0.93,-0.895
-1.755,0.84,0.4146
-1.852,0.6123,0.756
0.04263,1.258,-1.582
0.3171,1.153,-1.624
-4.375,-0.08923,3.719
-0.0405,1.275,-1.522
-2.174,0.5444,1.11
-2.709,0.2363,2.025
0.07,1.115,-1.435
-2.598,-0.1027,2.424
-0.6147,1.401,-1.253
0.7114,1.828,-2.977
-1.125,0.8467,-0.1204
0.2136,1.368,-1.854
-3.656,-0.297,3.562
-3.922,-0.09644,3.268
-0.7954,0.4214,0.2461
-0.1588,1.367,-1.568
-0.2386,1.199,-1.247
-1.176,0.858,-0.01529
-1.698,0.706,0.4814
-2.504,0.1059,1.765
-0.564,0.9136,-0.6665
-2.742,0.536,1.626
0.0616,1.073,-1.372
0.927,1.303,-2.377
-2.502,0.6206,1.168
-4.56,-0.5273,4.473
-1.019,1.273,-0.6836
0.1444,0.956,-1.256
-0.002914,1.112,-1.347
-2.209,0.5957,1.063
0.237,1.139,-1.575
-0.07135,0.967,-1.092
-3.496,0.284,2.445
-1.126,0.666,0.149
-0.7847,0.7505,-0.2847
-2.418,0.4958,1.282
-3.602,0.1919,2.77
-2.295,0.4949,1.237
-0.6265,0.8423,-0.529
-0.838,0.9385,-0.4045
-2.117,0.461,1.2
-1.752,1.152,-0.0575
-1.15,1.711,-1.278
-1.742,1.082,-0.0004578
-3.057,0.0763,2.395
0.544,2.248,-3.229
0.1672,1.442,-1.957
0.707,1.298,-2.21
0.431,1.867,-2.729
-0.4016,1.294,-1.224
-0.6377,0.9854,-0.7207
-1.186,2.123,-1.744
0.624,1.85,-2.914
0.6543,1.868,-2.969
-1.186,1.338,-0.71
-3.217,0.59,2.043
-2.707,0.7095,1.283
-0.33,1.033,-0.9844
-0.2261,1.627,-1.801
1.131,1.596,-2.96
1.141,1.836,-3.275
-0.231,0.95,-0.99
-3.654,0.2219,2.664
0.001678,1.17,-1.377
-0.1976,0.8677,-0.8677
0.786,1.412,-2.43
0.11346,1.309,-1.695
-2.95,0.849,1.349
-4.06,0.2479,2.838
-1.888,0.465,0.97
-0.9287,0.8604,-0.2866
-0.0796,1.055,-1.205
-0.317,1.216,-1.313
-1.62,0.865,0.348
0.9873,1.738,-3.014
0.3965,1.276,-2.002
-0.282,1.3125,-1.498
-0.524,1.103,-0.859
-1.647,0.7764,0.4849
-0.942,1.105,-0.558
-2.266,0.5913,1.073
1.122,1.503,-2.736
-0.9116,1.56,-1.175
0.531,1.515,-2.299
-3.594,0.1013,2.816
-0.1214,1.339,-1.859
-0.7744,0.952,-0.582
-0.1862,1.238,-1.4375
-3.873,-0.11914,3.133
-3.441,0.216,2.518
-0.5977,1.045,-0.8076
-1.029,0.573,0.1749
0.84,1.661,-2.746
-0.5845,1.144,-0.915
-0.5396,1.047,-0.7803
-0.7456,1.011,-0.5605
0.1938,1.217,-1.617
0.01302,1.428,-1.808
-2.746,0.1714,2.11
0.7524,-0.2014,-0.1163
-0.2217,1.439,-1.57
-2.928,0.2588,2.086
0.10754,1.021,-1.307
-0.3691,1.445,-1.506
-2.465,0.5107,1.34
-1.553,1.4795,-0.4849
-0.6987,1.168,-0.8145
-0.4102,1.291,-1.043
0.1531,1.419,-1.924
-1.198,1.003,-0.3218
-1.304,0.589,0.434
-0.892,0.9683,-0.3933
